Index,City,State,Population Density (Persons/Square Mile),2016 Population,Area,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",OtherCity,OtherState,County,Zip,Country,Source
654,Corvallis," Oregon",4042,57110,14,44.639931,-123.275969,1,place,,,,,Corvallis,OR,"Benton County",97330,US,"TIGER/Line® dataset from the US Census Bureau"
655,Hendersonville," Tennessee",1819,57050,31,36.347551,-86.612045,1,place,,,,,Hendersonville,TN,"Sumner County",37075,US,"TIGER/Line® dataset from the US Census Bureau"
656,"New Brunswick"," New Jersey",10881,56910,5,40.486754,-74.444395,1,place,,,,,"New Brunswick",NJ,"Middlesex County",08901,US,"TIGER/Line® dataset from the US Census Bureau"
657,Taunton," Massachusetts",1217,56843,47,41.909112,-71.118346,1,place,,,,,Taunton,MA,"Bristol County",02780,US,"TIGER/Line® dataset from the US Census Bureau"
658,"Tinley Park"," Illinois",3548,56831,16,41.57337,-87.78449,1,place,,,,,"Tinley Park",IL,"Cook County",60477,US,"TIGER/Line® dataset from the US Census Bureau"
659,"Diamond Bar"," California",3817,56793,15,34.02862,-117.81034,1,place,,,,,"Diamond Bar",CA,"Los Angeles County",91765,US,"TIGER/Line® dataset from the US Census Bureau"
660,Smyrna," Georgia",3691,56664,15,33.869656,-84.498844,1,place,,,,,Smyrna,GA,"Cobb County",30080,US,"TIGER/Line® dataset from the US Census Bureau"
661,Sarasota," Florida",3862,56610,15,27.335023,-82.537169,1,place,,,,,Sarasota,FL,"Sarasota County",34230,US,"TIGER/Line® dataset from the US Census Bureau"
662,Greenwood," Indiana",2663,56545,21,39.62181,-86.175319,1,place,,,,,Greenwood,IN,"Johnson County",46142,US,"TIGER/Line® dataset from the US Census Bureau"
663,"Fountain Valley"," California",6267,56529,9,33.710582,-117.951129,1,place,,,,,"Fountain Valley",CA,"Orange County",92708,US,"TIGER/Line® dataset from the US Census Bureau"
664,Valdosta," Georgia",1576,56474,36,30.753904,-83.332068,1,place,,,,,Valdosta,GA,"Lowndes County",31601,US,"TIGER/Line® dataset from the US Census Bureau"
665,"Oak Lawn"," Illinois",6549,56257,9,41.713437,-87.75256,1,place,,,,,"Oak Lawn",IL,"Cook County",60453,US,"TIGER/Line® dataset from the US Census Bureau"
666,Novato," California",2041,56004,27,38.134068,-122.52719,1,place,,,,,Novato,CA,"Marin County",94945,US,"TIGER/Line® dataset from the US Census Bureau"
667,Chicopee," Massachusetts",2453,55991,23,42.154904,-72.602804,1,place,,,,,Chicopee,MA,"Hampden County",01013,US,"TIGER/Line® dataset from the US Census Bureau"
668,"Weymouth Town"," Massachusetts",3334,55972,17,42.20794,-70.95514,1,place,,,,,Weymouth,MA,"Norfolk County",02188,US,"TIGER/Line® dataset from the US Census Bureau"
669,"Dearborn Heights"," Michigan",4750,55761,12,42.277334,-83.264832,1,place,,,,,"Dearborn Heights",MI,"Wayne County",48125,US,"TIGER/Line® dataset from the US Census Bureau"
670,Berwyn," Illinois",14258,55748,4,41.85059,-87.79367,1,place,,,,,Berwyn,IL,"Cook County",60402,US,"TIGER/Line® dataset from the US Census Bureau"
671,Bradenton," Florida",3927,55687,14,27.404731,-82.470456,1,place,,,,,Bradenton,FL,"Manatee County",34201,US,"TIGER/Line® dataset from the US Census Bureau"
672,Hempstead," New York",15096,55555,4,40.700201,-73.620872,1,place,,,,,Hempstead,NY,"Nassau County",11550,US,"TIGER/Line® dataset from the US Census Bureau"
673,Hanford," California",3348,55547,17,36.220468,-119.71776,1,place,,,,,Hanford,CA,"Kings County",93230,US,"TIGER/Line® dataset from the US Census Bureau"
674,"Rocky Mount"," North Carolina",1267,55466,44,35.913276,-77.730779,1,place,,,,,"Rocky Mount",NC,"Edgecombe County",27801,US,"TIGER/Line® dataset from the US Census Bureau"
675,"Port Arthur"," Texas",721,55427,77,29.870904,-93.964278,1,place,,,,,"Port Arthur",TX,"Jefferson County",77640,US,"TIGER/Line® dataset from the US Census Bureau"
676,Shoreline," Washington",4741,55333,12,47.755653,-122.341518,0.8,place,,,,,Shoreline,WA,"King County",98133,US,"TIGER/Line® dataset from the US Census Bureau"
677,Kettering," Ohio",2961,55306,19,39.689504,-84.168827,0.9,place,,,,,Kettering,OH,"Montgomery County",45429,US,"TIGER/Line® dataset from the US Census Bureau"
678,Anderson," Indiana",1333,55130,41,40.141033,-85.766164,1,place,,,,,Anderson,IN,"Madison County",46011,US,"TIGER/Line® dataset from the US Census Bureau"
679,Decatur," Alabama",1026,55072,54,34.608016,-87.011052,1,place,,,,,Decatur,AL,"Morgan County",35601,US,"TIGER/Line® dataset from the US Census Bureau"
680,Gilroy," California",3410,55069,16,37.023347,-121.493849,1,place,,,,,Gilroy,CA,"Santa Clara County",95020,US,"TIGER/Line® dataset from the US Census Bureau"
681,Richland," Washington",1539,54989,36,46.28569,-119.28446,1,place,,,,,Richland,WA,"Benton County",99352,US,"TIGER/Line® dataset from the US Census Bureau"
682,Manhattan," Kansas",2931,54983,19,39.209375,-96.564589,1,place,,,,,Manhattan,KS,"Riley County",66502,US,"TIGER/Line® dataset from the US Census Bureau"
683,Highland," California",2929,54939,19,34.12834,-117.20865,1,place,,,,,Highland,CA,"San Bernardino County",92346,US,"TIGER/Line® dataset from the US Census Bureau"
684,Paramount," California",11609,54909,5,33.899015,-118.165152,1,place,,,,,Paramount,CA,"Los Angeles County",90723,US,"TIGER/Line® dataset from the US Census Bureau"
685,"Commerce City"," Colorado",1600,54869,34,39.869835,-104.771527,1,place,,,,,"Commerce City",CO,"Adams County",80022,US,"TIGER/Line® dataset from the US Census Bureau"
686,Huntersville," North Carolina",1384,54839,40,35.462187,-80.898668,1,place,,,,,Huntersville,NC,"Mecklenburg County",28070,US,"TIGER/Line® dataset from the US Census Bureau"
687,Euless," Texas",3379,54769,16,32.859305,-97.075688,1,place,,,,,Euless,TX,"Tarrant County",76039,US,"TIGER/Line® dataset from the US Census Bureau"
688,Pocatello," Idaho",1699,54746,32,42.904933,-112.380079,1,place,,,,,Pocatello,ID,"Bannock County",83201,US,"TIGER/Line® dataset from the US Census Bureau"
689,"Carson City"," Nevada",378,54742,145,39.15306,-119.747368,1,county,,,,,,NV,"Carson City",,US,"US Census Bureau"
690,Colton," California",3571,54712,15,34.0739,-117.31365,1,place,,,,,Colton,CA,"San Bernardino County",92324,US,"TIGER/Line® dataset from the US Census Bureau"
691,"Casa Grande"," Arizona",497,54534,110,32.89055,-111.753991,1,place,,,,,"Casa Grande",AZ,"Pinal County",85222,US,"TIGER/Line® dataset from the US Census Bureau"
692,"West Haven"," Connecticut",5071,54516,11,41.272452,-72.940335,1,place,,,,,"West Haven",CT,"South Central Connecticut Planning Region",06516,US,"TIGER/Line® dataset from the US Census Bureau"
693,Rosemead," California",10562,54500,5,34.065493,-118.084529,1,place,,,,,Rosemead,CA,"Los Angeles County",91770,US,"TIGER/Line® dataset from the US Census Bureau"
694,"Blue Springs"," Missouri",2444,54431,22,38.964518,-94.370275,1,place,,,,,"Blue Springs",MO,"Jackson County",64013,US,"TIGER/Line® dataset from the US Census Bureau"
695,Hoboken," New Jersey",42484,54379,1,40.746851,-74.033934,1,place,,,,,Hoboken,NJ,"Hudson County",07030,US,"TIGER/Line® dataset from the US Census Bureau"
696,Normal," Illinois",2957,54264,18,40.529083,-88.958937,1,place,,,,,Normal,IL,"McLean County",61761,US,"TIGER/Line® dataset from the US Census Bureau"
697,"Bonita Springs"," Florida",1404,54198,39,26.552895,-81.94861,1,place,,,,,"Bonita Springs",FL,"Lee County",34133,US,"TIGER/Line® dataset from the US Census Bureau"
698,"Mount Prospect"," Illinois",5239,54171,10,42.062377,-87.931797,1,place,,,,,"Mount Prospect",IL,"Cook County",60056,US,"TIGER/Line® dataset from the US Census Bureau"
699,"Cathedral City"," California",2514,54056,22,33.818256,-116.466743,1,place,,,,,"Cathedral City",CA,"Riverside County",92234,US,"TIGER/Line® dataset from the US Census Bureau"
700,Watsonville," California",8041,53796,7,36.98025,-121.74696,1,place,,,,,Watsonville,CA,"Santa Cruz County",95076,US,"TIGER/Line® dataset from the US Census Bureau"
701,Pensacola," Florida",2386,53779,23,30.428781,-87.222516,1,place,,,,,Pensacola,FL,"Escambia County",32501,US,"TIGER/Line® dataset from the US Census Bureau"
702,"Palm Beach Gardens"," Florida",976,53778,55,26.600995,-80.038113,1,place,,,,,"Palm Beach",FL,"Palm Beach County",33480,US,"TIGER/Line® dataset from the US Census Bureau"
703,"Lake Havasu City"," Arizona",1210,53743,44,34.48025,-114.348519,1,place,,,,,"Lake Havasu City",AZ,"Mohave County",86403,US,"TIGER/Line® dataset from the US Census Bureau"
704,Elyria," Ohio",2611,53715,21,41.371396,-82.105112,1,place,,,,,Elyria,OH,"Lorain County",44035,US,"TIGER/Line® dataset from the US Census Bureau"
705,Bellevue," Nebraska",3376,53505,16,41.132948,-95.903956,1,place,,,,,Bellevue,NE,"Sarpy County",68005,US,"TIGER/Line® dataset from the US Census Bureau"
706,Wheaton," Illinois",4746,53389,11,41.87272,-88.112442,1,place,,,,,Wheaton,IL,"Dupage County",60187,US,"TIGER/Line® dataset from the US Census Bureau"
707,"West New York"," New Jersey",52815,53343,1,40.7888,-74.011533,1,place,,,,,"West New York",NJ,"Hudson County",07093,US,"TIGER/Line® dataset from the US Census Bureau"
708,Yucaipa," California",1911,53309,28,34.06226,-116.971138,1,place,,,,,Yucaipa,CA,"San Bernardino County",92399,US,"TIGER/Line® dataset from the US Census Bureau"
709,Southaven," Mississippi",1290,53214,41,34.956633,-89.99624,1,place,,,,,Southaven,MS,"Desoto County",38671,US,"TIGER/Line® dataset from the US Census Bureau"
710,Albany," Oregon",3034,53211,18,44.65345,-123.139526,1,place,,,,,Albany,OR,"Benton County",97321,US,"TIGER/Line® dataset from the US Census Bureau"
711,Revere," Massachusetts",9342,53157,6,42.40843,-71.01199,1,place,,,,,Revere,MA,"Suffolk County",02151,US,"TIGER/Line® dataset from the US Census Bureau"
712,Caldwell," Idaho",2409,53149,22,43.661908,-116.65629,1,place,,,,,Caldwell,ID,"Canyon County",83605,US,"TIGER/Line® dataset from the US Census Bureau"
713,Harrisonburg," Virginia",3047,53078,17,38.422777,-78.877137,1,place,,,,,Harrisonburg,VA,"Harrisonburg City",22801,US,"TIGER/Line® dataset from the US Census Bureau"
714,"West Sacramento"," California",2472,52981,21,38.591854,-121.537801,1,place,,,,,"West Sacramento",CA,"Yolo County",95605,US,"TIGER/Line® dataset from the US Census Bureau"
715,Lenexa," Kansas",1551,52903,34,38.953617,-94.733571,0.9,place,,,,,Lenexa,KS,"Johnson County",66215,US,"TIGER/Line® dataset from the US Census Bureau"
716,Kingsport," Tennessee",1060,52806,50,36.514384,-82.547615,1,place,,,,,Kingsport,TN,"Sullivan County",37660,US,"TIGER/Line® dataset from the US Census Bureau"
717,Burlington," North Carolina",2094,52709,25,36.029833,-79.49161,1,place,,,,,Burlington,NC,"Alamance County",27215,US,"TIGER/Line® dataset from the US Census Bureau"
718,Delano," California",3686,52707,14,35.779507,-119.200825,1,place,,,,,Delano,CA,"Kern County",93215,US,"TIGER/Line® dataset from the US Census Bureau"
719,Leesburg," Virginia",4246,52607,12,39.041987,-77.605404,1,place,,,,,Leesburg,VA,"Loudoun County",20175,US,"TIGER/Line® dataset from the US Census Bureau"
720,DeSoto," Texas",2433,52599,22,32.599427,-96.864075,1,place,,,,,Desoto,TX,"Dallas County",75115,US,"TIGER/Line® dataset from the US Census Bureau"
721,Milford," Connecticut",2399,52536,22,41.22232,-73.0565,1,place,,,,,Milford,CT,"South Central Connecticut Planning Region",06460,US,"TIGER/Line® dataset from the US Census Bureau"
722,"Perth Amboy"," New Jersey",11170,52499,5,40.520654,-74.279144,1,place,,,,,"Perth Amboy",NJ,"Middlesex County",08861,US,"TIGER/Line® dataset from the US Census Bureau"
723,Peabody," Massachusetts",3238,52491,16,42.536996,-70.973646,1,place,,,,,Peabody,MA,"Essex County",01960,US,"TIGER/Line® dataset from the US Census Bureau"
724,Minnetonka," Minnesota",1945,52369,27,44.916963,-93.481749,1,place,,,,,Minnetonka,MN,"Hennepin County",55345,US,"TIGER/Line® dataset from the US Census Bureau"
725,"Palm Desert"," California",1948,52231,27,33.76437,-116.339766,1,place,,,,,"Palm Desert",CA,"Riverside County",92211,US,"TIGER/Line® dataset from the US Census Bureau"
726,Placentia," California",7949,52228,7,33.881158,-117.854783,1,place,,,,,Placentia,CA,"Orange County",92870,US,"TIGER/Line® dataset from the US Census Bureau"
727,Elkhart," Indiana",2227,52221,23,41.71873,-85.937024,1,place,,,,,Elkhart,IN,"Elkhart County",46514,US,"TIGER/Line® dataset from the US Census Bureau"
728,Joplin," Missouri",1468,52195,36,37.113343,-94.502663,1,place,,,,,Joplin,MO,"Jasper County",64801,US,"TIGER/Line® dataset from the US Census Bureau"
729,"Pinellas Park"," Florida",3362,52137,16,27.891809,-82.724763,1,place,,,,,"Pinellas Park",FL,"Pinellas County",33780,US,"TIGER/Line® dataset from the US Census Bureau"
730,"La Crosse"," Wisconsin",2539,52109,21,43.806197,-91.140529,1,place,,,,,"La Crosse",WI,"La Crosse County",54601,US,"TIGER/Line® dataset from the US Census Bureau"
731,Grapevine," Texas",1628,51971,32,32.932843,-97.080802,1,place,,,,,Grapevine,TX,"Tarrant County",76051,US,"TIGER/Line® dataset from the US Census Bureau"
732,"Apple Valley"," Minnesota",3082,51957,17,44.731909,-93.21772,0.9,place,,,,,"Apple Valley",MN,"Dakota County",55124,US,"TIGER/Line® dataset from the US Census Bureau"
733,Tigard," Oregon",4395,51902,12,45.405501,-122.795057,0.9,place,,,,,Tigard,OR,"Washington County",97224,US,"TIGER/Line® dataset from the US Census Bureau"
734,Glendora," California",2674,51851,19,34.119363,-117.855059,1,place,,,,,Glendora,CA,"Los Angeles County",91740,US,"TIGER/Line® dataset from the US Census Bureau"
735,Florissant," Missouri",4122,51776,13,38.805499,-90.351314,1,place,,,,,Florissant,MO,"St. Louis County",63031,US,"TIGER/Line® dataset from the US Census Bureau"
736,"Oak Park"," Illinois",11016,51774,5,41.888545,-87.798933,1,place,,,,,"Oak Park",IL,"Cook County",60301,US,"TIGER/Line® dataset from the US Census Bureau"
737,"Hoffman Estates"," Illinois",2487,51738,21,42.079336,-88.223655,1,place,,,,,"Hoffman Estates",IL,"Cook County",60179,US,"TIGER/Line® dataset from the US Census Bureau"
738,Kentwood," Michigan",2473,51689,21,42.945748,-85.613839,0.9,place,,,,,Kentwood,MI,"Kent County",49506,US,"TIGER/Line® dataset from the US Census Bureau"
739,"Battle Creek"," Michigan",1209,51534,43,42.303041,-85.13044,1,place,,,,,"Battle Creek",MI,"Calhoun County",49014,US,"TIGER/Line® dataset from the US Census Bureau"
740,"Grand Island"," Nebraska",1813,51517,28,40.87227,-98.368698,1,place,,,,,"Grand Island",NE,"Hall County",68801,US,"TIGER/Line® dataset from the US Census Bureau"
741,"Aliso Viejo"," California",6884,51424,7,33.576205,-117.730364,1,place,,,,,"Aliso Viejo",CA,"Orange County",92656,US,"TIGER/Line® dataset from the US Census Bureau"
742,Edina," Minnesota",3324,51350,15,44.889687,-93.349949,0.9,place,,,,,Edina,MN,"Hennepin County",55424,US,"TIGER/Line® dataset from the US Census Bureau"
743,Olympia," Washington",2873,51202,18,46.984767,-122.869079,1,place,,,,,Olympia,WA,"Thurston County",98501,US,"TIGER/Line® dataset from the US Census Bureau"
744,Parker," Colorado",2498,51163,20,39.489472,-104.844731,1,place,,,,,Parker,CO,"Douglas County",80134,US,"TIGER/Line® dataset from the US Census Bureau"
745,Enid," Oklahoma",692,51004,74,36.402681,-97.843091,1,place,,,,,Enid,OK,"Garfield County",73701,US,"TIGER/Line® dataset from the US Census Bureau"
746,Burien," Washington",6873,50997,7,47.4702,-122.348,0.9,place,,,,,Burien,WA,"King County",98166,US,"TIGER/Line® dataset from the US Census Bureau"
747,"Coral Gables"," Florida",3933,50815,13,25.748283,-80.271321,0.9,place,,,,,"Coral Gables",FL,"Miami-Dade County",33146,US,"TIGER/Line® dataset from the US Census Bureau"
748,Logan," Utah",2825,50676,18,41.717722,-111.836493,1,place,,,,,Logan,UT,"Cache County",84321,US,"TIGER/Line® dataset from the US Census Bureau"
749,Plainfield," New Jersey",8411,50636,6,40.615202,-74.414995,1,place,,,,,Plainfield,NJ,"Union County",07060,US,"TIGER/Line® dataset from the US Census Bureau"
750,Cerritos," California",5791,50555,9,33.866914,-118.068648,1,place,,,,,Cerritos,CA,"Los Angeles County",90703,US,"TIGER/Line® dataset from the US Census Bureau"
751,Galveston," Texas",1226,50550,41,29.310535,-94.775768,1,place,,,,,Galveston,TX,"Galveston County",77550,US,"TIGER/Line® dataset from the US Census Bureau"
752,"Coeur d'Alene"," Idaho",3230,50285,16,47.691736,-116.654109,1,place,,,,,"Coeur D Alene",ID,"Kootenai County",83814,US,"TIGER/Line® dataset from the US Census Bureau"
753,Lakewood," Ohio",9092,50279,6,41.48199,-81.79819,1,place,,,,,Lakewood,OH,"Cuyahoga County",44107,US,"TIGER/Line® dataset from the US Census Bureau"
754,Poway," California",1281,50077,39,32.994097,-117.030299,1,place,,,,,Poway,CA,"San Diego County",92064,US,"TIGER/Line® dataset from the US Census Bureau"
